GeneSymbol	CellType	Allen.Average.donor.correlation.to.median	Allen.vs.Brainspan.correlation
PSMD12	NA	0.636549795871428	0.64082866
PTCHD1	NA	0.842654605830602	0.85583768
PTDSS1	NA	0.577533413264883	0.54433404
PTER	NA	0.629928195618423	0.66976827
PTGER3	NA	0.883933500086251	0.71413588
PTGER4	NA	0.836434434477603	0.66766936
PTGIS	NA	0.539485941003968	0.71419584
PTGS1	NA	0.724439365188891	0.69128662
PTN	NA	0.453916537289403	0.55835004
PTPN14	NA	0.547056667241677	0.79001784
PTPN3	NA	0.81460669311713	0.8183901
PTPN5	NA	0.473999123109654	0.75176325
PTPRE	NA	0.505547050198378	0.56923896
PTPRF	NA	0.688537533781841	0.85427584
PTPRJ	NA	0.532990124202174	0.60971865
PTPRK	S1.Pyramidal	0.491318785578748	0.53685331
PTPRO	Interneuron	0.659438430797539	0.83484074
PTPRR	Endothelial	0.847582082686447	0.86515214
PTPRZ1	NA	0.602687093899143	0.59349906
PTTG1	Interneuron	0.653675033063079	0.62186002
PTTG1IP	NA	0.492681200046001	0.66138317
PTTG2	NA	0.63554999712495	0.60656524
PURB	Interneuron	0.578109366913921	0.667402
PUSL1	NA	0.616890561209821	0.74007578
PVALB	NA	0.89303339370939	0.91503892
PVRL3	NA	0.628339011557702	0.54702049
PXN	Microglia	0.470844474153298	0.55292802
PYCRL	NA	0.714787821286873	0.53326373
PYGL	Ependymal	0.793721249496866	0.89272105
PYGO1	CA1.Pyramidal	0.48637082398942	0.59497022
QPCT	NA	0.515182062561095	0.56507916
QRFPR	NA	0.808593884767983	0.66337536
R3HDM1	NA	0.517589198435973	0.57504868
RAB27B	NA	0.867719653843942	0.92415048
RAB31	NA	0.54606908745903	0.7768814
RAB37	Oligodendrocyte	0.909964924386177	0.94271205
RAB3B	Interneuron	0.787227588982807	0.60014471
RAB3C	NA	0.630544175148065	0.5716782
RAB3D	CA1.Pyramidal	0.520366137657409	0.53082691
RAB3GAP2	NA	0.633108720027601	0.54093166
RAB40B	NA	0.534431961934334	0.57202285
RAB43	Microglia	0.446969696969697	0.52612552
RAB7L1	NA	0.599788683801966	0.62494272
RAD54B	NA	0.862987321028118	0.85075613
RADIL	NA	0.624772511643954	0.5318167
RAI1	NA	0.575549134609856	0.62424369
RALA	NA	0.491636119257087	0.75819862
RALB	NA	0.565977013972745	0.62620345
RALBP1	NA	0.451958268644701	0.62297201
RALGPS2	NA	0.738733755965729	0.60252567
RALY	NA	0.564439221436375	0.59790876
RANBP3L	Astrocyte	0.619171913633489	0.67486121
RAP1GAP	NA	0.636311526076706	0.67448334
RAP2B	CA1.Pyramidal	0.765465255016963	0.63970434
RAPGEF4	Endothelial	0.81607871887758	0.89403601
RAPGEF6	NA	0.661677735610373	0.65679398
RAPH1	NA	0.560798329595768	0.76246791
RARB	Ependymal	0.739837775286068	0.74291012
RASA3	NA	0.575827295727675	0.57787048
RASAL1	CA1.Pyramidal	0.754402420792364	0.93179288
RASD1	NA	0.489927620608361	0.60983273
RASD2	NA	0.724120953366684	0.86491396
RASGEF1C	S1.Pyramidal	0.768003924443678	0.79352114
RASGRF1	NA	0.704670159852797	0.62496292
RASGRF2	NA	0.802123584037721	0.86268438
RASGRP1	NA	0.693337789661319	0.71109298
RASL10A	NA	0.67146009430165	0.66014048
RASL11B	NA	0.660752688172043	0.86746214
RASSF4	NA	0.743946581565177	0.90461339
RASSF6	NA	0.502427620608361	0.69655047
RAVER2	NA	0.739701210396182	0.87724174
RBBP8	NA	0.620015381519177	0.63039541
RBFA	NA	0.561729486516014	0.52769555
RBM14	NA	0.556109481915933	0.75156643
RBM24	NA	0.561209821171871	0.60068617
RBMS1	NA	0.730224685181991	0.79568953
RBP4	Interneuron	0.910162584095222	0.9208855
RCAN2	NA	0.846224340175953	0.87782964
RCC1	NA	0.479219495716175	0.55646391
RCC2	NA	0.762375294692657	0.89450291
RCN1	NA	0.617668262319591	0.71329881
RCN3	Mural	0.678740799838997	0.81196119
RDBP	NA	0.68494192398367	0.61331877
RDH10	Ependymal	0.563475720200104	0.85626067
REEP2	NA	0.689144528779254	0.63738995
RELL2	NA	0.829126415962279	0.68485128
RELN	Interneuron	0.617117330803289	0.77020003
RELT	Astrocyte	0.814095652923926	0.59319865
RET	NA	0.805696552814674	0.90283479
RETSAT	NA	0.467458743028003	0.59870137
RFC3	NA	0.657405051463401	0.75971266
RFK	NA	0.601915142890001	0.61274094
RFTN1	Oligodendrocyte	0.692612558219769	0.52382805
RFX3	Ependymal	0.557796417687309	0.86801141
RFX5	NA	0.732903153930194	0.76541571
RFXAP	NA	0.449762808349146	0.60375227
RGS14	NA	0.740661117819562	0.69721854
RGS20	Astrocyte	0.734531151170145	0.71805894
RGS4	NA	0.656220890115577	0.57471869
RGS6	NA	0.736665876027831	0.64334806
RGS7	NA	0.604315809901673	0.76817349
RGS9	NA	0.602968848829855	0.58463881
RHBDD2	NA	0.746770959116784	0.53195357
RHBDL3	NA	0.91841577540107	0.93877374
RHO	NA	0.771966103156805	0.66044641
RHOJ	NA	0.498876933471336	0.80636764
RHPN2	Oligodendrocyte	0.451432134437353	0.78961657
RIMBP2	NA	0.770796317060549	0.62786234
RIMKLA	NA	0.798940543959519	0.96758545
RIMS3	NA	0.689230780288655	0.85177626
RIT2	NA	0.696036024380427	0.58051748
RMI1	NA	0.636771534126847	0.55088267
RNASET2	NA	0.699472068886206	0.60117222
RND1	NA	0.502699672244264	0.57927616
RNF112	NA	0.485930581910184	0.55139561
RNF128	NA	0.621297653958944	0.54828255
RNF144A	NA	0.603385731125295	0.80316627
RNF148	NA	0.788857742510494	0.60179582
RNF212	NA	0.664907495256167	0.67915745
RNF26	NA	0.568701842907251	0.53402832
RNLS	Oligodendrocyte	0.597665818526824	0.56175431
ROBO1	NA	0.708062000460008	0.87428485
RORA	NA	0.791811497326203	0.93067968
RORB	NA	0.896422359266287	0.89562181
RP9P	NA	0.552402104536829	0.73913965
RPGR	Ependymal	0.762994149272612	0.6015614
RPH3A	NA	0.56850238629176	0.71378185
RPH3AL	NA	0.737888491173596	0.58015234
RPL27A	NA	0.651106534989362	0.63676175
RPL39L	NA	0.716107828762003	0.61402025
RPS15A	NA	0.459278865505146	0.58363771
RPS20	NA	0.501852969926974	0.56943016
RPS23	NA	0.512930898165718	0.64719356
RPS6	Endothelial	0.470228958991195	0.66512068
RPS6KB2	NA	0.479967727560232	0.65184445
RPS6KC1	NA	0.45676679029383	0.8361437
RRAGB	NA	0.769881332298315	0.78277077
RRM2B	NA	0.720095882927951	0.75618478
RRP12	NA	0.599548976482088	0.7807925
RRP7A	NA	0.681424299925249	0.66947109
RRS1	NA	0.520606923121155	0.69675415
RS1	NA	0.792961517451555	0.65768853
RSPH9	Ependymal	0.90966807544132	0.7102773
RSPO2	CA1.Pyramidal	0.795705034213099	0.83700183
RSPO3	NA	0.829228120867115	0.6641859
RSRC1	NA	0.683741949859123	0.66112051
RSU1	NA	0.486263728365246	0.82442769
RTBDN	NA	0.770251854407452	0.71805122
RTKN2	Oligodendrocyte	0.873087372779024	0.68908183
RTN2	NA	0.53328266057156	0.67069304
RTP1	NA	0.896635472370766	0.53935389
RTTN	NA	0.446746521189121	0.58306655
RUNDC3A	NA	0.559244364901386	0.53259997
RUNX1T1	CA1.Pyramidal	0.568282804324076	0.59759748
RWDD1	NA	0.595879334138347	0.55217514
RXFP1	Interneuron	0.742016344661032	0.77739742
RXRG	CA1.Pyramidal	0.719387183025703	0.70237771
RYBP	NA	0.471141682479443	0.67696169
RYR1	NA	0.532844934161348	0.56814789
RYR2	NA	0.544796158932781	0.67375709
S100A10	NA	0.699248174343051	0.66264555
S100A13	NA	0.658601431775056	0.64943323
S100B	NA	0.539301578402622	0.61617822
SAFB2	NA	0.572732304065321	0.56783006
SAG	NA	0.597517034673107	0.5450161
SAMD3	NA	0.721899617618308	0.63597502
SAMD9	NA	0.724076390086827	0.61200572
SAP30L	NA	0.696097837962164	0.63273699
SBF2	NA	0.576295210166178	0.65951206
SCAMP1	NA	0.525800701512276	0.59632062
SCAND2	NA	0.531274078546375	0.63831652
SCAPER	NA	0.715042263239607	0.71099545
SCG2	NA	0.610382884825485	0.65731868
SCLY	NA	0.546386780518659	0.80425063
SCN1A	NA	0.910960769938474	0.89702474
SCN1B	NA	0.930255951354149	0.93836075
SCN2A	NA	0.524728667126675	0.74593772
SCN2B	NA	0.47702834799609	0.65630491
SCN3A	NA	0.79958743028003	0.85930058
SCN3B	NA	0.882847809211661	0.968141
SCN4B	S1.Pyramidal	0.873166796043931	0.85220865
SCN5A	Interneuron	0.74050981829682	0.56527065
SCN8A	NA	0.491164611005693	0.61267114
SCN9A	Interneuron	0.873679273762291	0.80111454
SCPEP1	Microglia	0.689367345178541	0.62609662
SCRG1	NA	0.594928411247197	0.71121493
SCRN2	NA	0.462887413029728	0.58905111
SCUBE1	S1.Pyramidal	0.51640899028233	0.86504434
SDHA	NA	0.64441449600368	0.88035138
SDK2	S1.Pyramidal	0.722412454717958	0.75373573
SDR16C5	NA	0.689814415502271	0.68365753
SDSL	Astrocyte	0.739899229486516	0.73781984
SEC14L2	NA	0.54220358231269	0.64100055
SEC14L5	Oligodendrocyte	0.67834008970157	0.80720806
SEC24D	Ependymal	0.543173552412167	0.89376731
SEC31B	NA	0.663796288310045	0.66014076
SEMA3D	Oligodendrocyte	0.810330055775976	0.55854915
SEMA4A	NA	0.805847852337416	0.6756477
SEMA4C	NA	0.682622117762061	0.63716563
SEMA5A	NA	0.770667299177736	0.57116055
SEMA5B	S1.Pyramidal	0.691896670691737	0.62871808
SEMA6D	NA	0.722751351273647	0.86558514
SEMA7A	Endothelial	0.880025947329078	0.87813523
SENP7	NA	0.487635486746018	0.62001482
SEPT3	NA	0.45240174515554	0.62282944
SEPT6	NA	0.603104694957162	0.59966211
SERGEF	NA	0.544693375884078	0.63974023
SERPINA3	CA1.Pyramidal	0.453204962336841	0.58543093
SERPINB9	Endothelial	0.733571243746766	0.78484761
SERPIND1	Oligodendrocyte	0.531088287279414	0.86395077
SERPINF1	NA	0.796803662814099	0.79035002
SERTAD4	NA	0.915235969754471	0.90944892
SESN2	NA	0.480004025070439	0.59245296
SESN3	Astrocyte	0.521014102121787	0.78018595
SETBP1	NA	0.806061324823184	0.64680728
SETD7	Interneuron	0.700249051233397	0.85455856
SETDB1	NA	0.590516287160025	0.78684492
SFT2D2	NA	0.630175578018053	0.6700153
SGK494	NA	0.675429101259272	0.57416903
SGSM2	NA	0.717175191190846	0.57081514
SH3BGRL2	NA	0.67970394169398	0.7199356
SH3BGRL3	NA	0.800881202921051	0.77730645
SH3GL3	Oligodendrocyte	0.550114642631246	0.57775174
SH3GLB1	Endothelial	0.521421640503709	0.61227994
SH3GLB2	NA	0.486395980679662	0.59570316
SH3RF1	CA1.Pyramidal	0.717867359553792	0.75651578
SH3RF2	NA	0.8535050457133	0.72295667
SHANK1	NA	0.698297970214479	0.60589382
SHANK2	CA1.Pyramidal	0.580933744465528	0.75391521
SHC3	NA	0.626951081018918	0.7298118
SHD	Interneuron	0.891709433040078	0.64501976
SHROOM2	NA	0.710976582715197	0.62239532
SHROOM3	NA	0.770166681041918	0.68042741
SIAE	NA	0.688583175205566	0.72533076
SIDT1	NA	0.52823155655224	0.71322838
SIK2	NA	0.484856750618136	0.6670461
SIN3B	NA	0.631161951584153	0.78645262
SIPA1L2	Endothelial	0.515915200391007	0.61411805
SIRPA	NA	0.522112371341498	0.61805556
SIRT7	NA	0.470825067563682	0.57124773
SKAP2	Microglia	0.712705354125642	0.71075816
SLA	Microglia	0.924998203093554	0.91032374
SLC10A4	Interneuron	0.63851633028578	0.54821698
SLC12A5	NA	0.571564674256799	0.67645224
SLC15A2	NA	0.523329595767926	0.78746155
SLC16A14	CA1.Pyramidal	0.458617603933069	0.67324016
SLC16A2	NA	0.745733065953654	0.56215741
SLC16A6	Microglia	0.870294980162153	0.89621068
SLC16A9	NA	0.451574449427865	0.62337683
SLC17A5	NA	0.450850655511471	0.62144224
SLC17A6	NA	0.911204789833822	0.9735524
SLC17A7	NA	0.648420519234087	0.67945442
SLC17A8	NA	0.834454602955552	0.73072034
SLC19A2	NA	0.720450592260364	0.84650869
SLC1A4	Astrocyte	0.764226827094474	0.64411726
SLC20A1	NA	0.693369055833477	0.67925157
SLC22A10	NA	0.795003881317923	0.57998573
SLC22A18	NA	0.850822623770916	0.69980306
SLC22A5	NA	0.558197487206026	0.60422427
SLC22A9	NA	0.762714191248347	0.79295691
SLC24A2	S1.Pyramidal	0.834252990052326	0.75765912
SLC24A4	NA	0.725873296532689	0.71672682
SLC25A12	NA	0.791189408314645	0.91481772
SLC25A13	NA	0.45280568972457	0.62570465
SLC25A15	NA	0.641842271026936	0.60244931
SLC25A17	NA	0.501781093669139	0.77498809
SLC25A18	NA	0.487257058248519	0.71610358
SLC25A22	NA	0.667201785406245	0.73508437
SLC25A23	NA	0.699088249669369	0.90529618
SLC25A25	NA	0.586415387269277	0.585911
SLC25A37	NA	0.790085388994307	0.8454149
SLC25A40	NA	0.637080242654246	0.75328409
SLC26A11	NA	0.656527442355241	0.73295081
SLC26A4	CA1.Pyramidal	0.74809779483641	0.62170695
SLC27A2	Interneuron	0.727242539244437	0.5794993
SLC29A4	Ependymal	0.659230349031108	0.64079711
SLC2A11	NA	0.505318483698465	0.67790318
SLC2A12	Ependymal	0.681957154847649	0.75068832
SLC30A10	Astrocyte	0.785748734977862	0.77276396
SLC30A3	NA	0.749411692829624	0.81015043
SLC35A4	NA	0.553076663216606	0.72700698
SLC35B1	NA	0.467558651026393	0.73876491
SLC35B4	NA	0.680424141797482	0.73099109
SLC35F2	Endothelial	0.763466016905296	0.83029343
SLC36A1	NA	0.588058119142085	0.62070931
SLC36A4	NA	0.453765956529239	0.60430523
SLC38A1	NA	0.776724670806739	0.84950989
SLC38A11	Mural	0.73872045885803	0.63170456
SLC38A2	NA	0.788952259789546	0.71642385
SLC38A5	Endothelial	0.554081852682422	0.53434769
SLC39A12	NA	0.639161779081134	0.80651244
SLC39A13	Ependymal	0.670896943821517	0.74501973
SLC39A14	NA	0.811710798688977	0.87991597
SLC39A6	Interneuron	0.498730665286643	0.5224682
SLC39A7	NA	0.452148021965384	0.93251239
SLC43A1	NA	0.44686835144615	0.63051376
SLC43A2	NA	0.608837185900753	0.77568482
SLC44A3	NA	0.552328790753838	0.77891264
SLC44A5	NA	0.725418319820597	0.86356319
SLC45A4	NA	0.7525192628371	0.88418284
SLC47A1	NA	0.818991144845035	0.82254015
SLC4A11	NA	0.574578086366511	0.76564893
SLC4A3	NA	0.681473175780576	0.64092295
SLC4A4	NA	0.492940313955494	0.73457851
SLC4A8	NA	0.770456342360991	0.83240199
SLC5A6	Interneuron	0.737186260134552	0.74672806
SLC6A6	Endothelial	0.550428382496694	0.68551944
SLC6A7	NA	0.506315407394629	0.73762142
SLC7A1	Endothelial	0.483270800989017	0.5797093
SLC7A11	Astrocyte	0.66552742797999	0.81704467
SLC7A3	Interneuron	0.461108835029613	0.53837496
SLC7A4	NA	0.773081263297108	0.55492439
SLC7A8	NA	0.504573126904721	0.530197
SLC8A1	NA	0.588513814616756	0.76491086
SLC9A3R1	NA	0.494392214363751	0.65427256
SLC9A5	NA	0.473431300672762	0.72254997
SLC9A7	Interneuron	0.551083893968145	0.71474044
SLCO1C1	NA	0.553175493071129	0.66693769
SLCO4A1	NA	0.760538137542407	0.85704962
SLFN5	NA	0.642662152837675	0.61615606
SLIT1	CA1.Pyramidal	0.846624690932091	0.96582604
SLIT3	NA	0.836220243229256	0.76698876
SLITRK3	CA1.Pyramidal	0.679107728135242	0.78619408
SLN	NA	0.846884523604163	0.86456138
SMAD3	NA	0.588229903398309	0.7038684
SMARCA1	NA	0.55481678741878	0.53901701
SMARCD3	NA	0.885372462768098	0.7529785
SMC2	NA	0.670184290725088	0.59597329
SMEK1	NA	0.57222485768501	0.5658199
SMOC1	Ependymal	0.522297093324133	0.55225165
SMPD3	NA	0.503644485653499	0.52425155
SMPX	NA	0.70507302627796	0.65706276
SMYD2	NA	0.629202245414295	0.64714131
SNAP25	NA	0.453336136507389	0.71050802
SNCA	NA	0.726829969524467	0.66411902
SNCAIP	NA	0.578212149962624	0.56478869
SNCB	NA	0.565674055545972	0.71887211
SNCG	NA	0.687691909608418	0.78489833
SNTA1	Astrocyte	0.538195762175838	0.5559815
SNTB1	NA	0.619955724225174	0.91433128
SNTG1	NA	0.697854853084929	0.55026248
SNX24	NA	0.590418894830659	0.54545154
SNX3	NA	0.497605083088954	0.67908049
SNX7	NA	0.866668463573112	0.70675556
SOD2	NA	0.587651299522742	0.59830496
SORBS3	NA	0.655312374216549	0.6645515
SORCS1	NA	0.802038770053476	0.63141471
SORL1	CA1.Pyramidal	0.77293247944339	0.58548294
SORT1	NA	0.543360790063826	0.60981418
SOX11	NA	0.725348959231787	0.52242086
SOX4	Endothelial	0.62499568742453	0.64307651
SOX5	S1.Pyramidal	0.721194511528952	0.79505085
SP5	NA	0.747734819734345	0.72976812
SPAG1	NA	0.652189350813639	0.57844348
SPAG16	NA	0.663462423092404	0.59633089
SPAG5	NA	0.493355399344489	0.72409264
SPAG6	Ependymal	0.888117776436088	0.88590573
SPARCL1	NA	0.584606537699575	0.56912034
SPATA4	NA	0.523629679144385	0.54984064
SPEF2	Ependymal	0.46733835029613	0.63462588
SPG20	NA	0.575629276637341	0.61962828
SPHK2	NA	0.594208211143695	0.65755366
SPOCD1	NA	0.4666954171698	0.62096239
SPOCK2	Endothelial	0.503291573227531	0.6543284
SPON2	NA	0.860534903110805	0.81114551
SPP1	NA	0.472164841009718	0.7318834
SPRED1	NA	0.599358145017538	0.58372877
SPSB1	NA	0.573940903340808	0.58284011
SPSB3	NA	0.595556250359381	0.80226144
SPTB	NA	0.663173480535909	0.72274973
SPTSSB	NA	0.879572048760853	0.93469717
SRC	Astrocyte	0.465712149962624	0.61741628
SRGAP1	Endothelial	0.586824003795066	0.61991885
SRGAP3	CA1.Pyramidal	0.575824061296073	0.56292455
SRL	NA	0.821913274107297	0.74015418
SRM	NA	0.657642243114255	0.55049804
SRPK1	NA	0.787574751308148	0.62898628
SRPR	NA	0.715088264044621	0.72214754
SSBP3	NA	0.585213256856995	0.88138655
SST	Interneuron	0.817644543154505	0.5835882
SSTR1	NA	0.884606261859583	0.92121487
SSTR2	S1.Pyramidal	0.704190026450463	0.59578147
ST3GAL1	NA	0.581768227818987	0.68597878
ST3GAL5	S1.Pyramidal	0.637916522914151	0.71525847
ST3GAL6	NA	0.822575254441953	0.71770756
ST5	Mural	0.72982109999425	0.65107722
ST6GALNAC5	NA	0.788132511068944	0.90575447
ST8SIA1	NA	0.809871844632281	0.89788023
STAB1	Microglia	0.567823874417802	0.5586706
STAC	NA	0.612943092533128	0.74540616
STAC2	NA	0.907739994824909	0.89650131
STAG1	NA	0.575806092231614	0.85994367
STAG3L4	NA	0.688523877292853	0.87178491
STAMBPL1	NA	0.729433686964522	0.72158533
STAR	NA	0.595625970329481	0.55356417
STARD10	S1.Pyramidal	0.657812949226611	0.79328789
STARD4	Endothelial	0.753381418549825	0.68793334
STARD5	NA	0.789060792938876	0.76543638
STAT4	S1.Pyramidal	0.822769679719395	0.78293652
STAU2	NA	0.573276407337128	0.58006672
STEAP2	Interneuron	0.731541458225519	0.78931495
STIM1	NA	0.449389411189696	0.5613755
STK11	NA	0.466377364728883	0.6644366
STK17A	NA	0.76509293600138	0.86029474
STK17B	NA	0.504384092346616	0.73420594
STK24	NA	0.44631670116727	0.52589476
STK32B	NA	0.744925176815594	0.67273884
STK36	Ependymal	0.527977114599505	0.72997782
STK39	NA	0.522362500718763	0.71039701
STON2	NA	0.602538669426715	0.79650671
STRBP	S1.Pyramidal	0.81407229314013	0.78101316
STRN4	NA	0.455538784428727	0.7681162
STS	NA	0.813136104881835	0.90202149
STT3B	NA	0.48648366971422	0.88599453
STX1A	S1.Pyramidal	0.746106463113104	0.74522232
STX1B	NA	0.524695604048071	0.59941794
STX6	NA	0.583391912483468	0.53070493
STX7	NA	0.540022856649992	0.76657434
STXBP1	NA	0.498774869185211	0.62316207
STXBP3	NA	0.471128025990455	0.55721982
STXBP5	CA1.Pyramidal	0.446985150365131	0.64245587
STYK1	NA	0.759258021390374	0.82954918
SUB1	CA1.Pyramidal	0.799570898740728	0.64273138
SUDS3	NA	0.455612457593008	0.58162824
SULF1	Ependymal	0.739778477373354	0.81461716
SULF2	NA	0.783283738715428	0.83711924
SULT1A2	NA	0.481243890518084	0.66515672
SULT1C4	NA	0.523313423609913	0.7128336
SULT4A1	NA	0.455131605428095	0.60446906
SUSD1	Microglia	0.779320122477143	0.81625548
SV2A	Interneuron	0.626320726237709	0.61545113
SV2B	NA	0.482952029785521	0.56132174
SYCP2	Astrocyte	0.892024251049393	0.5261815
SYK	Microglia	0.53058119142085	0.59766686
SYN2	NA	0.789341110344431	0.97092588
SYN3	NA	0.777139756195733	0.89114823
SYNGR3	NA	0.471642300615261	0.56007154
SYNPR	Interneuron	0.788693145880053	0.80871822
SYT10	Ependymal	0.828772784773734	0.90114005
SYT12	NA	0.718720171352999	0.71995351
SYT13	NA	0.478407294002645	0.54480678
SYT17	CA1.Pyramidal	0.906266531539302	0.90447373
SYT2	NA	0.9154275199816	0.9492206
SYT3	NA	0.719523747915588	0.8053296
SYT4	NA	0.640798042090737	0.64925786
SYT6	NA	0.829978508998907	0.97757521
SYTL2	NA	0.805257029498016	0.72567257
SYTL5	NA	0.695239276062331	0.5901135
TAF10	NA	0.717765295267667	0.6628823
TAF13	Oligodendrocyte	0.449225892703122	0.6751711
TAF9B	NA	0.547557285377494	0.55738576
TAGAP	Microglia	0.597049120234604	0.57504112
TARBP2	NA	0.502495903053303	0.72795334
TAS2R31	NA	0.571838522799149	0.55055656
TAZ	NA	0.495060304180323	0.91660023
TBC1D13	NA	0.499389770570985	0.6116009
TBC1D26	NA	0.803262822724398	0.6659808
TBC1D4	NA	0.750238629176011	0.74765953
TBC1D8	NA	0.719252415042263	0.71946334
TBC1D9B	NA	0.520210525559197	0.69701302
TBCB	NA	0.509335288367546	0.63842453
TBL1X	NA	0.469106506238859	0.54021883
TBR1	S1.Pyramidal	0.819351963659364	0.7899427
TBRG1	NA	0.66031100856765	0.67491124
TC2N	NA	0.80155935541372	0.72677737
TCEA3	NA	0.807814027370479	0.70863906
TCERG1L	Interneuron	0.724345566672417	0.72124383
TCF7L2	NA	0.657273877292853	0.52369004
TCHP	NA	0.592874906560865	0.82025963
TCTA	NA	0.603942412742223	0.57768693
TCTEX1D1	Ependymal	0.761743143005003	0.86571059
TDG	NA	0.526941737105399	0.60529465
TDO2	NA	0.718553059053534	0.65155102
TDRD1	NA	0.854321919383589	0.67870346
TDRD5	NA	0.568676686217009	0.81098362
TDRKH	NA	0.672868150192628	0.53961251
TESC	NA	0.688934290725088	0.87066437
TFAM	NA	0.589761945834052	0.54471265
TFAP2D	NA	0.644662125374451	0.86590558
TFDP2	NA	0.580692959001783	0.53402277
TFPT	NA	0.617053720315106	0.77837027
TGFBI	Microglia	0.776601403024553	0.53273094
TH	NA	0.68024660744063	0.53059468
THAP10	NA	0.857113952619171	0.87342779
THBS4	Astrocyte	0.603886708642401	0.8559547
THNSL1	NA	0.518709749295613	0.69867243
THOC5	NA	0.455938416422287	0.57203451
THRA	NA	0.74785880627911	0.87557241
THRB	CA1.Pyramidal	0.624384020470358	0.92432723
THSD4	NA	0.568799594617906	0.87838139
TIAM1	NA	0.793105988729803	0.808459
TIAM2	S1.Pyramidal	0.744401198895981	0.68106033
TICAM1	NA	0.613744896785694	0.58371454
TIMP2	NA	0.665927778736128	0.76907878
TIMP4	NA	0.567619027082974	0.85050735
TLE1	NA	0.766376645966304	0.57054189
TLE2	NA	0.767898985107239	0.87320526
TLK1	NA	0.671479141509976	0.90996431
TLL1	NA	0.7167087142775	0.84302464
TLN2	Microglia	0.560122333390834	0.72884097
TLR4	NA	0.4961431200046	0.62674097
TM4SF18	NA	0.496745083663964	0.67641994
TM6SF1	NA	0.709590449082859	0.78967608
TM7SF2	Astrocyte	0.580082729572768	0.60325106
TMEFF1	Oligodendrocyte	0.545687783911219	0.78101618
TMEFF2	Oligodendrocyte	0.765832902075786	0.8621168
TMEM107	Ependymal	0.554008538899431	0.82330882
TMEM108	Ependymal	0.725570697487206	0.77089758
TMEM109	NA	0.525749309987925	0.55254571
TMEM117	Oligodendrocyte	0.532772339140935	0.67475759
TMEM125	Oligodendrocyte	0.467742654246449	0.63851425
TMEM130	NA	0.696207808636651	0.52561543
TMEM132A	S1.Pyramidal	0.62088256856995	0.70952304
TMEM132E	Interneuron	0.666601978034616	0.65290122
TMEM133	NA	0.560460870565235	0.77809589
TMEM14A	NA	0.45244523029153	0.55631341
TMEM155	NA	0.699317175550572	0.67172235
TMEM158	NA	0.818320898740728	0.81821358
TMEM159	Oligodendrocyte	0.872531769305963	0.67119804
TMEM164	NA	0.651831047668334	0.72565015
TMEM176A	NA	0.679858835029613	0.67752985
TMEM176B	NA	0.625320568109942	0.79741749
TMEM184C	NA	0.556917011672704	0.58282425
TMEM196	NA	0.747103386809269	0.94039291
TMEM200A	CA1.Pyramidal	0.784365835777126	0.68707353
TMEM38A	NA	0.650059657294003	0.78519645
TMEM47	NA	0.688345983554712	0.71710699
TMEM53	Interneuron	0.628971522626646	0.54972501
TMEM54	NA	0.659660528434247	0.66472065
TMEM67	NA	0.480812632971077	0.72998429
TMSB10	NA	0.824690932091312	0.79795129
TMTC1	NA	0.88683550399632	0.82772803
TNFAIP8L3	NA	0.478497858087517	0.74877916
TNFRSF11A	Microglia	0.736329135759876	0.90459414
TNFRSF21	NA	0.536181430050026	0.63145288
TNFRSF25	CA1.Pyramidal	0.662517969064459	0.52587544
TNFSF13B	Interneuron	0.563515252141912	0.63458522
TNIP1	NA	0.648298329595768	0.70668641
TNNT2	NA	0.869298056465988	0.82048933
TNS3	NA	0.55886018630326	0.81444888
TOMM34	NA	0.580574003795066	0.743059
TOP3B	NA	0.571502141912483	0.59059834
TP53BP1	NA	0.629367201426025	0.56288984
TP53BP2	NA	0.53015532459318	0.68796907
TP53I11	NA	0.829696035305618	0.70941793
TPBG	S1.Pyramidal	0.862410154677707	0.71639788
TPCN1	NA	0.550425148065091	0.53104253
TPM1	NA	0.520659392789374	0.80274689
TPP2	NA	0.630851086769018	0.67760109
TPST2	NA	0.655575441320223	0.54386036
TRAF3	NA	0.632707650508884	0.81469643
TRAF3IP1	NA	0.534658372146513	0.73220349
TRAF5	NA	0.479012132712322	0.6090104
TRAF7	NA	0.566529023632914	0.6908787
TRAIP	CA1.Pyramidal	0.610552872175263	0.74567991
TRAPPC1	NA	0.448645132539819	0.54190603
TRAPPC2L	NA	0.69149560117302	0.58915747
TRDN	NA	0.583484273474786	0.75900905
TRERF1	NA	0.672223060778564	0.67296054
TRIAP1	NA	0.640744853659939	0.56273272
TRIM13	Oligodendrocyte	0.551334742107987	0.63426348
TRIM22	NA	0.659238974182048	0.84349352
TRIM24	NA	0.597043729515267	0.78657571
TRIM27	NA	0.67475669886723	0.6040477
TRIM29	NA	0.685441823356909	0.79829172
TRIM36	Oligodendrocyte	0.861447731585303	0.89129895
TRIM37	NA	0.60818706514864	0.79662326
TRIM67	Interneuron	0.520050600885515	0.63811029
TRIM68	Ependymal	0.522552613420735	0.55205208
TRIP6	NA	0.566019780346156	0.58883746
TRMT11	NA	0.535437870162728	0.5439933
TRMT2B	NA	0.627497699959749	0.8405426
TRMT61B	NA	0.692196754068196	0.57236299
TRMU	NA	0.592500071876258	0.58476464
TRPC3	NA	0.785415588522799	0.95783071
TRPC5	NA	0.564789977574608	0.80201624
